Year,Primary Type,Description,Location
2015,THEFT,$500 AND UNDER,"(42.01739921, -87.705003081)"
2015,BATTERY,SIMPLE,"(41.978495324, -87.689251423)"
2015,CRIMINAL DAMAGE,TO PROPERTY,
2015,THEFT,RETAIL THEFT,"(41.808981361, -87.606551046)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.855946829, -87.716342668)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.890703831, -87.70640419)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.797979277, -87.597455547)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.874728422, -87.707199231)"
2015,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"(41.992541921, -87.711475408)"
2015,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,"(41.738948882, -87.649778079)"
2015,THEFT,FROM BUILDING,"(41.697431279, -87.594970543)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.987183394, -87.66664935)"
2015,THEFT,FROM BUILDING,"(41.939974192, -87.649741406)"
2015,THEFT,OVER $500,"(41.868541914, -87.639235361)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.757062243, -87.667698663)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.883608576, -87.707156605)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.96602645, -87.657872309)"
2015,THEFT,FROM BUILDING,"(41.854289263, -87.719922769)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.904271272, -87.696911455)"
2015,THEFT,$500 AND UNDER,"(41.909476837, -87.757701197)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.796849386, -87.583987379)"
2015,THEFT,FROM BUILDING,"(41.877578503, -87.629282088)"
2015,HOMICIDE,FIRST DEGREE MURDER,"(41.766453012, -87.687370197)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.715907707, -87.656285546)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.983760578, -87.669826108)"
2015,THEFT,OVER $500,"(41.875056172, -87.629221649)"
2015,ASSAULT,SIMPLE,"(41.736259984, -87.628068782)"
2015,THEFT,OVER $500,"(41.888778301, -87.632512191)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.876579191, -87.653351259)"
2015,THEFT,OVER $500,"(41.910925795, -87.647766297)"
2015,THEFT,FROM BUILDING,
2015,BATTERY,SIMPLE,"(41.894990344, -87.658474418)"
2015,BATTERY,SIMPLE,"(41.717594342, -87.569854619)"
2015,THEFT,$500 AND UNDER,"(41.88033698, -87.629365643)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.718951307, -87.563054883)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.981865845, -87.65598733)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.97523028, -87.658300953)"
2015,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,
2015,THEFT,OVER $500,"(41.690567503, -87.621025854)"
2015,THEFT,$500 AND UNDER,"(41.966720407, -87.696713139)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.877468167, -87.678347744)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.946724511, -87.691501175)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.972661832, -87.660659547)"
2015,THEFT,POCKET-PICKING,"(41.88022879, -87.632315523)"
2015,BATTERY,PRO EMP HANDS NO/MIN INJURY,"(41.802660667, -87.662381948)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.782552288, -87.706919854)"
2015,THEFT,FROM BUILDING,"(41.87908482, -87.626111281)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.873520236, -87.696093065)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.771022787, -87.576432119)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.654338229, -87.604197504)"
2015,BURGLARY,ATTEMPT FORCIBLE ENTRY,"(41.961670946, -87.710702055)"
2015,THEFT,$500 AND UNDER,"(41.827681913, -87.665496311)"
2015,BATTERY,SIMPLE,"(41.873733995, -87.702002425)"
2015,ASSAULT,SIMPLE,"(41.931580735, -87.742934609)"
2015,PUBLIC PEACE VIOLATION,BOMB THREAT,"(41.816973404, -87.704324749)"
2015,THEFT,FROM BUILDING,"(41.881512491, -87.630869346)"
2015,THEFT,$500 AND UNDER,"(41.784399043, -87.663126037)"
2015,ROBBERY,ARMED: HANDGUN,"(41.880279804, -87.762443285)"
2015,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"(41.71902307, -87.620528559)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.945756502, -87.777956116)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.803517439, -87.730805262)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.767271702, -87.723692259)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.778376441, -87.684838141)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,
2015,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,"(41.778099133, -87.633828531)"
2015,THEFT,OVER $500,"(41.893018473, -87.625406666)"
2015,THEFT,OVER $500,"(41.915294916, -87.730486198)"
2015,THEFT,FROM BUILDING,"(41.987202383, -87.728550289)"
2015,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,"(41.880367915, -87.755370011)"
2015,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,"(41.887216061, -87.765521526)"
2015,THEFT,PURSE-SNATCHING,"(41.765253769, -87.615255549)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.80191408, -87.59823574)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.748382987, -87.642755633)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.821559897, -87.692062939)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.878532271, -87.732954263)"
2015,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,"(41.884521087, -87.622099893)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.908260634, -87.760893557)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.883843326, -87.75397259)"
2015,BATTERY,SIMPLE,"(41.977094683, -87.6598884)"
2015,BATTERY,SIMPLE,"(41.7128602, -87.592464611)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,
2015,ASSAULT,SIMPLE,"(41.783432002, -87.615701737)"
2015,ROBBERY,ARMED: HANDGUN,"(41.905488514, -87.69078291)"
2015,THEFT,FROM BUILDING,"(41.884521087, -87.622099893)"
2015,THEFT,FROM BUILDING,"(41.926523588, -87.634050522)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.694309334, -87.620794172)"
2015,THEFT,OVER $500,"(41.770546842, -87.608158126)"
2015,PROSTITUTION,SOLICIT ON PUBLIC WAY,"(41.869098276, -87.739430897)"
2015,BATTERY,SIMPLE,"(41.978607683, -87.811940075)"
2015,BATTERY,SIMPLE,"(41.733226633, -87.544364336)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.930811531, -87.801741795)"
2015,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,"(41.750324322, -87.666166809)"
2015,NARCOTICS,FOUND SUSPECT NARCOTICS,"(41.764829007, -87.614036007)"
2015,ROBBERY,ATTEMPT: ARMED-HANDGUN,"(41.902215735, -87.72628937)"
2015,BATTERY,SIMPLE,"(41.940135871, -87.724805129)"
2015,ASSAULT,SIMPLE,"(41.818585099, -87.694524884)"
2015,ROBBERY,ARMED: HANDGUN,"(41.903228203, -87.719035795)"
2015,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,"(41.917061131, -87.687393113)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.881088655, -87.720764494)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.791000763, -87.6864014)"
2015,NARCOTICS,POSS: PCP,"(41.875942225, -87.743648924)"
2015,BATTERY,SIMPLE,"(41.818585099, -87.694524884)"
2015,THEFT,OVER $500,
2015,DECEPTIVE PRACTICE,COMPUTER FRAUD,"(41.777835896, -87.716241376)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"(41.914284544, -87.772074998)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.694731405, -87.681252273)"
2015,BURGLARY,ATTEMPT FORCIBLE ENTRY,"(41.904103236, -87.75217681)"
2015,BATTERY,SIMPLE,"(41.97043926, -87.650011483)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.755970933, -87.65704844)"
2015,THEFT,FROM BUILDING,"(41.885748527, -87.628902273)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.865425136, -87.705641621)"
2015,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,"(41.801634875, -87.616147829)"
2015,ROBBERY,ARMED: HANDGUN,"(41.88028689, -87.761661062)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.743037947, -87.614704323)"
2015,THEFT,FROM BUILDING,"(41.907365835, -87.690830211)"
2015,BATTERY,SIMPLE,"(41.775129883, -87.668978317)"
2015,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"(41.831519405, -87.646126491)"
2015,THEFT,OVER $500,"(41.903859252, -87.634088504)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.75081946, -87.602743887)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.891851273, -87.710502796)"
2015,ASSAULT,SIMPLE,"(41.71277213, -87.605306501)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.760288849, -87.612111145)"
2015,BATTERY,SIMPLE,"(41.822549711, -87.665424905)"
2015,THEFT,RETAIL THEFT,"(41.90977667, -87.676526004)"
2015,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"(41.727129592, -87.575471223)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.749725799, -87.667067181)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.76689232, -87.615288596)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.78051738, -87.687342723)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.688218178, -87.537357913)"
2015,NARCOTICS,POSS: CRACK,"(41.867476308, -87.69837427)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.860125358, -87.711581659)"
2015,ROBBERY,ATTEMPT: ARMED-HANDGUN,"(41.910043385, -87.712633134)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.807650669, -87.643080489)"
2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,"(41.728254593, -87.643399865)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.791851437, -87.653598427)"
2015,THEFT,OVER $500,"(41.72831222, -87.643399249)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,"(41.808653221, -87.62119742)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.939205851, -87.718161345)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.876650547, -87.755587101)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.721454876, -87.643516564)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.740231975, -87.559979256)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.72852756, -87.662150113)"
2015,OTHER OFFENSE,LICENSE VIOLATION,"(41.773068142, -87.644613509)"
2015,THEFT,FROM BUILDING,"(41.918646522, -87.64613311)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.829329244, -87.606845621)"
2015,THEFT,$500 AND UNDER,"(41.896704058, -87.626309934)"
2015,BATTERY,SIMPLE,"(41.894644429, -87.620305389)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.745917681, -87.668183898)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.689993938, -87.643519607)"
2015,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,
2015,THEFT,$500 AND UNDER,
2015,THEFT,$500 AND UNDER,"(41.785195293, -87.645550736)"
2015,THEFT,OVER $500,"(41.767448959, -87.585957168)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.933683187, -87.756505995)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.804795231, -87.677023491)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.851560618, -87.723887245)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.792991544, -87.681269424)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.694338684, -87.628669735)"
2015,THEFT,$500 AND UNDER,"(41.947877525, -87.804640077)"
2015,THEFT,OVER $500,"(41.784358494, -87.659478171)"
2015,THEFT,OVER $500,"(41.684133331, -87.669366098)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.760735939, -87.647937849)"
2015,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,"(41.784976241, -87.612069197)"
2015,THEFT,FROM BUILDING,
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.898205851, -87.716402545)"
2015,THEFT,FROM BUILDING,"(41.669959233, -87.628423258)"
2015,THEFT,$500 AND UNDER,"(41.866810739, -87.625817031)"
2015,THEFT,FROM BUILDING,"(41.880443372, -87.624355722)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.769398466, -87.571495105)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.673801117, -87.620383508)"
2015,STALKING,VIOLATION OF STALKING NO CONTACT ORDER,"(42.021892708, -87.666794751)"
2015,THEFT,FROM BUILDING,"(41.830651986, -87.62664099)"
2015,ASSAULT,AGGRAVATED: HANDGUN,"(41.696190559, -87.626346371)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.687754255, -87.620976343)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,"(41.776937286, -87.661711588)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"(41.721272646, -87.658115693)"
2015,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"(41.66586756, -87.622209486)"
2015,THEFT,RETAIL THEFT,"(41.736148121, -87.629070243)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.952605878, -87.714080536)"
2015,THEFT,FROM BUILDING,"(41.830651986, -87.62664099)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.761349849, -87.616768864)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.93187211, -87.720506683)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,"(41.789705338, -87.668120125)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,"(41.789705338, -87.668120125)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,"(41.789705338, -87.668120125)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,"(41.789705338, -87.668120125)"
2015,THEFT,OVER $500,
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.878033482, -87.640469257)"
2015,ASSAULT,AGGRAVATED: HANDGUN,"(41.90585131, -87.757623559)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.776731433, -87.661706404)"
2015,THEFT,RETAIL THEFT,"(41.894860447, -87.764194002)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.958954963, -87.654671132)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.913362465, -87.785136817)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.899898549, -87.661071135)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.771041996, -87.576431893)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.786358024, -87.775487544)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.881100704, -87.692793605)"
2015,THEFT,OVER $500,"(41.761728837, -87.590880106)"
2015,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,
2015,DECEPTIVE PRACTICE,FORGERY,
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.866289097, -87.772928201)"
2015,BATTERY,SIMPLE,"(41.754441912, -87.633601696)"
2015,THEFT,$500 AND UNDER,"(41.878556485, -87.664342629)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.849104319, -87.716144161)"
2015,ASSAULT,SIMPLE,"(41.73239028, -87.588034348)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.771149609, -87.684643327)"
2015,THEFT,$500 AND UNDER,"(41.879693076, -87.731379094)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,"(41.789481764, -87.660828946)"
2015,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"(41.808065217, -87.673461524)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,"(41.77923464, -87.685188795)"
2015,THEFT,OVER $500,"(41.791788842, -87.662088297)"
2015,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"(41.777423514, -87.681328162)"
2015,THEFT,$500 AND UNDER,"(41.685332125, -87.622042783)"
2015,ROBBERY,ARMED: HANDGUN,"(41.75431334, -87.584475031)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,"(41.76460051, -87.637083512)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.65125265, -87.537454574)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.934800728, -87.712940749)"
2015,ASSAULT,SIMPLE,"(41.902579875, -87.73186579)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.777503445, -87.615558861)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,POSS: CRACK,"(41.876860431, -87.725537965)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,"(41.830611847, -87.623247369)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.958469589, -87.677393911)"
2015,THEFT,OVER $500,"(41.808486725, -87.613855942)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,"(41.768286639, -87.686472033)"
2015,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"(41.820055281, -87.697357153)"
2015,THEFT,$500 AND UNDER,"(41.72114037, -87.667901017)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.780574771, -87.716765079)"
2015,THEFT,$500 AND UNDER,"(41.888675382, -87.746833491)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876192818, -87.724358276)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.858875885, -87.724228931)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.773400991, -87.673743625)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.929145172, -87.723237515)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"(41.79054357, -87.780130326)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.736037342, -87.646126764)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.884468478, -87.744158104)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.839995444, -87.723211659)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.785002507, -87.609700245)"
2015,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,"(41.876196982, -87.724108549)"
2015,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,"(41.876196982, -87.724108549)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.897716186, -87.678041707)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.786291714, -87.664386014)"
2015,THEFT,FROM BUILDING,"(41.880487595, -87.745964635)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.959922564, -87.649859134)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.803709133, -87.662407687)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.820495438, -87.689666903)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.86132253, -87.70414726)"
2015,BURGLARY,ATTEMPT FORCIBLE ENTRY,"(41.852557133, -87.716243107)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.717903082, -87.63749255)"
2015,ARSON,BY FIRE,"(41.89484966, -87.685508707)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.733630698, -87.620912969)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,
2015,THEFT,$500 AND UNDER,"(41.770085073, -87.623420403)"
2015,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,"(41.870239047, -87.742460365)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.779881794, -87.636804577)"
2015,THEFT,$500 AND UNDER,"(41.755366724, -87.565698177)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.931919283, -87.716504085)"
2015,BATTERY,SIMPLE,"(41.765755571, -87.576292427)"
2015,THEFT,$500 AND UNDER,"(41.778730518, -87.684849239)"
2015,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,"(41.878401489, -87.760539546)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.777243014, -87.696607121)"
2015,ASSAULT,AGG PO HANDS NO/MIN INJURY,"(41.874974798, -87.725475051)"
2015,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,"(41.707711272, -87.620133488)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.908186656, -87.715384356)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.783339651, -87.714468986)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.870526756, -87.627204283)"
2015,ROBBERY,ARMED: HANDGUN,"(41.71381996, -87.623651651)"
2015,BATTERY,SIMPLE,"(41.889817826, -87.631075842)"
2015,THEFT,FROM BUILDING,"(41.707711272, -87.620133488)"
2015,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,"(41.959851161, -87.702090628)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.985534487, -87.660126814)"
2015,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN","(41.97856633, -87.697558733)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.968529752, -87.698860976)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.726233209, -87.599729189)"
2015,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,"(41.748674558, -87.599048654)"
2015,ROBBERY,ARMED: HANDGUN,"(41.706875037, -87.628265515)"
2015,ROBBERY,ARMED: HANDGUN,"(41.745943567, -87.55035756)"
2015,THEFT,$500 AND UNDER,"(41.924270193, -87.635791177)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.918659142, -87.75662662)"
2015,THEFT,RETAIL THEFT,"(41.74634568, -87.653627921)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.698998908, -87.637736658)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.721862283, -87.615933006)"
2015,DECEPTIVE PRACTICE,FORGERY,"(41.698966782, -87.647458989)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.910807115, -87.655045461)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.889203826, -87.631640804)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.902176776, -87.762571528)"
2015,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,"(41.904523492, -87.668296128)"
2015,ASSAULT,SIMPLE,"(41.968314293, -87.721348925)"
2015,BATTERY,SIMPLE,"(41.904523492, -87.668296128)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.713372194, -87.537692254)"
2015,ASSAULT,SIMPLE,"(41.727464661, -87.608694121)"
2015,BURGLARY,HOME INVASION,"(41.776817905, -87.669026887)"
2015,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN","(41.986387017, -87.658102183)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.885702079, -87.642031644)"
2015,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"(41.938961969, -87.653041757)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.917884346, -87.682523768)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.910251443, -87.634683706)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.698236351, -87.530456558)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.902064678, -87.770999206)"
2015,CRIMINAL TRESPASS,TO STATE SUP LAND,"(41.702729403, -87.564658382)"
2015,ASSAULT,SIMPLE,"(41.874594132, -87.754849234)"
2015,THEFT,OVER $500,"(41.906659286, -87.63694908)"
2015,ASSAULT,SIMPLE,"(41.919665137, -87.722960389)"
2015,ROBBERY,ARMED: HANDGUN,"(41.85818581, -87.722440438)"
2015,THEFT,$500 AND UNDER,"(41.740514279, -87.54538536)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.715685771, -87.603445927)"
